,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist_name,PeakPos,Popularity,Followers
0,0.245,https://api.spotify.com/v1/audio-analysis/1TgDJSj2toOHuB2rybLdQb,0.613,214400,0.825,1TgDJSj2toOHuB2rybLdQb,0,8,0.245,-2.717,0,0.187,150.072,4,https://api.spotify.com/v1/tracks/1TgDJSj2toOHuB2rybLdQb,audio_features,spotify:track:1TgDJSj2toOHuB2rybLdQb,0.402,Sandcastles,Beyonce,43,57,11301
