,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist_name,PeakPos,Popularity,Followers
0,0.00448,https://api.spotify.com/v1/audio-analysis/7ewfvLrlI0VNht4vEnoTMh,0.593,276080,0.625,7ewfvLrlI0VNht4vEnoTMh,0,0,0.863,-7.957,0,0.148,130.794,4,https://api.spotify.com/v1/tracks/7ewfvLrlI0VNht4vEnoTMh,audio_features,spotify:track:7ewfvLrlI0VNht4vEnoTMh,0.322,No Love,August Alsina,69,76,925271
0,0.00437,https://api.spotify.com/v1/audio-analysis/70XP39KE8vTgxtRXcwfxJA,0.692,191173,0.505,70XP39KE8vTgxtRXcwfxJA,0,1,0.0666,-5.559,0,0.0433,129.802,4,https://api.spotify.com/v1/tracks/70XP39KE8vTgxtRXcwfxJA,audio_features,spotify:track:70XP39KE8vTgxtRXcwfxJA,0.155,All That Matters,Justin Bieber,24,97,14485922
0,0.00265,https://api.spotify.com/v1/audio-analysis/6s9ICeczYOfbHHIaSMq9jd,0.508,222013,0.93,6s9ICeczYOfbHHIaSMq9jd,2.64E-06,0,0.406,-4.518,1,0.0372,96.993,4,https://api.spotify.com/v1/tracks/6s9ICeczYOfbHHIaSMq9jd,audio_features,spotify:track:6s9ICeczYOfbHHIaSMq9jd,0.607,Shine On,Sawyer Fredericks,99,90,1039342
0,0.0175,https://api.spotify.com/v1/audio-analysis/6eG57n71RMwtmtmeJxinSQ,0.612,166560,0.8,6eG57n71RMwtmtmeJxinSQ,0,6,0.199,-4.284,1,0.167,167.958,4,https://api.spotify.com/v1/tracks/6eG57n71RMwtmtmeJxinSQ,audio_features,spotify:track:6eG57n71RMwtmtmeJxinSQ,0.786,I Just Had Sex,The Lonely Island Featuring Akon,30,70,626319
0,0.231,https://api.spotify.com/v1/audio-analysis/5T66I2gZmbKsy5xlQ45Ee1,0.385,508480,0.589,5T66I2gZmbKsy5xlQ45Ee1,0,0,0.325,-6.896,1,0.0387,97.321,4,https://api.spotify.com/v1/tracks/5T66I2gZmbKsy5xlQ45Ee1,audio_features,spotify:track:5T66I2gZmbKsy5xlQ45Ee1,0.189,Let It Rain,David Nail Featuring Sarah Buxton,51,53,22482
0,0.0191,https://api.spotify.com/v1/audio-analysis/5FgLLtrDU4Ex2ezB9anpH5,0.448,209453,0.629,5FgLLtrDU4Ex2ezB9anpH5,0,6,0.195,-4.763,1,0.0342,155.71,4,https://api.spotify.com/v1/tracks/5FgLLtrDU4Ex2ezB9anpH5,audio_features,spotify:track:5FgLLtrDU4Ex2ezB9anpH5,0.404,The Heart Of Dixie,Danielle Bradbery,58,62,58988
0,0.0529,https://api.spotify.com/v1/audio-analysis/42YNobZ4HN3tRVEA47wLT6,0.535,281133,0.73,42YNobZ4HN3tRVEA47wLT6,0,1,0.253,-5.574,1,0.355,74.89,4,https://api.spotify.com/v1/tracks/42YNobZ4HN3tRVEA47wLT6,audio_features,spotify:track:42YNobZ4HN3tRVEA47wLT6,0.723,When I'm Gone,Wiz Khalifa,57,96,11498793
0,0.159,https://api.spotify.com/v1/audio-analysis/6KI1ZpZWYAJLvmVhCJz65G,0.332,201493,0.635,6KI1ZpZWYAJLvmVhCJz65G,2.79E-06,7,0.0599,-5.653,1,0.0898,186.249,3,https://api.spotify.com/v1/tracks/6KI1ZpZWYAJLvmVhCJz65G,audio_features,spotify:track:6KI1ZpZWYAJLvmVhCJz65G,0.261,You Don't Own Me,Grace Featuring G-Eazy,57,68,87065
0,0.0603,https://api.spotify.com/v1/audio-analysis/0wCrg1LhgPcGMw51qqpI6k,0.6,277240,0.77,0wCrg1LhgPcGMw51qqpI6k,4.79E-06,5,0.0967,-5.559,0,0.0302,128.473,4,https://api.spotify.com/v1/tracks/0wCrg1LhgPcGMw51qqpI6k,audio_features,spotify:track:0wCrg1LhgPcGMw51qqpI6k,0.321,Constant Craving,Glee Cast,89,59,61043
0,0.11,https://api.spotify.com/v1/audio-analysis/05ZXXyeZFhZtA6DAP3Aw7x,0.751,234366,0.839,05ZXXyeZFhZtA6DAP3Aw7x,0,9,0.0865,-3.367,1,0.054,95.019,4,https://api.spotify.com/v1/tracks/05ZXXyeZFhZtA6DAP3Aw7x,audio_features,spotify:track:05ZXXyeZFhZtA6DAP3Aw7x,0.639,Loca,Shakira Featuring Dizzee Rascal,32,74,163868
0,0.251,https://api.spotify.com/v1/audio-analysis/39FwE8edwuyiaa4PrGBkP7,0.611,288760,0.688,39FwE8edwuyiaa4PrGBkP7,2.35E-06,2,0.248,-6.369,1,0.0529,169.895,4,https://api.spotify.com/v1/tracks/39FwE8edwuyiaa4PrGBkP7,audio_features,spotify:track:39FwE8edwuyiaa4PrGBkP7,0.649,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,12,80,2283039
0,0.114,https://api.spotify.com/v1/audio-analysis/1SGt65i9AnXYdDQt1AtDRH,0.773,461840,0.595,1SGt65i9AnXYdDQt1AtDRH,2.47E-06,8,0.13,-6.062,0,0.161,123.968,4,https://api.spotify.com/v1/tracks/1SGt65i9AnXYdDQt1AtDRH,audio_features,spotify:track:1SGt65i9AnXYdDQt1AtDRH,0.338,3500,Travi$ Scott Featuring Future & 2 Chainz,82,95,1854812
0,0.00346,https://api.spotify.com/v1/audio-analysis/5wldXGLEOoRXxMWJ8rIUWE,0.723,176561,0.809,5wldXGLEOoRXxMWJ8rIUWE,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,https://api.spotify.com/v1/tracks/5wldXGLEOoRXxMWJ8rIUWE,audio_features,spotify:track:5wldXGLEOoRXxMWJ8rIUWE,0.274,Lean & Dabb,iLoveMemphis,98,90,2813090
0,0.176,https://api.spotify.com/v1/audio-analysis/5hTpBe8h35rJ67eAWHQsJx,0.941,209640,0.323,5hTpBe8h35rJ67eAWHQsJx,0,10,0.205,-10.307,1,0.506,120.036,4,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,audio_features,spotify:track:5hTpBe8h35rJ67eAWHQsJx,0.662,Caroline,Amine,11,80,360416
0,0.00159,https://api.spotify.com/v1/audio-analysis/2VaKdAeMHqHzPjPrSU0Svb,0.438,236284,0.983,2VaKdAeMHqHzPjPrSU0Svb,0.000101,10,0.112,-3.04,0,0.0894,191.9,4,https://api.spotify.com/v1/tracks/2VaKdAeMHqHzPjPrSU0Svb,audio_features,spotify:track:2VaKdAeMHqHzPjPrSU0Svb,0.361,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",8,27,668
0,0.0729,https://api.spotify.com/v1/audio-analysis/5AKYyNPYhumqKeOMhdEgQO,0.41,216840,0.637,5AKYyNPYhumqKeOMhdEgQO,3.77E-05,9,0.732,-6.673,1,0.0327,77.398,4,https://api.spotify.com/v1/tracks/5AKYyNPYhumqKeOMhdEgQO,audio_features,spotify:track:5AKYyNPYhumqKeOMhdEgQO,0.238,Close Your Eyes,Parmalee,69,72,294372
0,0.278,https://api.spotify.com/v1/audio-analysis/2mXsZsJBThTaJXbNcg5QD4,0.768,177773,0.809,2mXsZsJBThTaJXbNcg5QD4,0,4,0.139,-4.204,0,0.0616,111.989,4,https://api.spotify.com/v1/tracks/2mXsZsJBThTaJXbNcg5QD4,audio_features,spotify:track:2mXsZsJBThTaJXbNcg5QD4,0.748,Mama's Broken Heart,Miranda Lambert,20,73,1008598
0,0.0294,https://api.spotify.com/v1/audio-analysis/0prNGof3XqfTvNDxHonvdK,0.591,230227,0.741,0prNGof3XqfTvNDxHonvdK,0,0,0.11,-5.751,1,0.139,97.048,4,https://api.spotify.com/v1/tracks/0prNGof3XqfTvNDxHonvdK,audio_features,spotify:track:0prNGof3XqfTvNDxHonvdK,0.452,Scars To Your Beautiful,Alessia Cara,8,91,1857046
0,0.0164,https://api.spotify.com/v1/audio-analysis/21jkhW2773dELgTMRJcMfI,0.586,208864,0.927,21jkhW2773dELgTMRJcMfI,7.24E-06,2,0.153,-3.014,1,0.0547,111.977,4,https://api.spotify.com/v1/tracks/21jkhW2773dELgTMRJcMfI,audio_features,spotify:track:21jkhW2773dELgTMRJcMfI,0.549,Love This Life,T.I.,81,66,57441
0,0.617,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,0.703,221747,0.757,2eAZfqOm4EnOF9VvN50Tyc,0,1,0.106,-3.612,1,0.05,82.008,4,https://api.spotify.com/v1/tracks/2eAZfqOm4EnOF9VvN50Tyc,audio_features,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,0.696,Luv,Tory Lanez,19,96,2332732
0,0.0122,https://api.spotify.com/v1/audio-analysis/4q0SB41tm7eFqnAODPM8C6,0.558,244453,0.815,4q0SB41tm7eFqnAODPM8C6,0,2,0.0705,-5.352,1,0.067,157.954,4,https://api.spotify.com/v1/tracks/4q0SB41tm7eFqnAODPM8C6,audio_features,spotify:track:4q0SB41tm7eFqnAODPM8C6,0.638,Take It On Back,Chase Bryant,82,55,46169
0,0.00761,https://api.spotify.com/v1/audio-analysis/3SPDQfj2UfWq6A2NllZnzn,0.729,198053,0.771,3SPDQfj2UfWq6A2NllZnzn,0,4,0.087,-2.451,1,0.0725,125.011,4,https://api.spotify.com/v1/tracks/3SPDQfj2UfWq6A2NllZnzn,audio_features,spotify:track:3SPDQfj2UfWq6A2NllZnzn,0.873,What Makes You Beautiful,One Direction,4,87,7952225
0,0.963,https://api.spotify.com/v1/audio-analysis/7wJcUX8q1xXi3EfAYYbQ9x,0.713,161004,0.333,7wJcUX8q1xXi3EfAYYbQ9x,0.139,4,0.117,-9.696,0,0.0416,144.498,4,https://api.spotify.com/v1/tracks/7wJcUX8q1xXi3EfAYYbQ9x,audio_features,spotify:track:7wJcUX8q1xXi3EfAYYbQ9x,0.619,Le Jazz Hot,Glee Cast,94,41,3997
0,0.106,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,0.616,190185,0.432,2dLLR6qlu5UJ5gk0dKz0h3,0,7,0.132,-9.546,1,0.133,84.778,4,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,audio_features,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.302,Royals,Lorde,100,87,2641141
0,0.0487,https://api.spotify.com/v1/audio-analysis/5YHR8wBR5jXfGtP766NiAT,0.503,203105,0.843,5YHR8wBR5jXfGtP766NiAT,0,10,0.344,-4.991,0,0.316,128.63,4,https://api.spotify.com/v1/tracks/5YHR8wBR5jXfGtP766NiAT,audio_features,spotify:track:5YHR8wBR5jXfGtP766NiAT,0.778,If It's Love,Train,34,89,3801604
0,0.371,https://api.spotify.com/v1/audio-analysis/0ConttVd0Ebk3dLNquOmh0,0.684,279307,0.884,0ConttVd0Ebk3dLNquOmh0,0,11,0.199,-3.875,1,0.251,97.919,4,https://api.spotify.com/v1/tracks/0ConttVd0Ebk3dLNquOmh0,audio_features,spotify:track:0ConttVd0Ebk3dLNquOmh0,0.373,Moment 4 Life,Nicki Minaj Featuring Drake,13,95,7766501
0,0.00381,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,0.807,144244,0.887,1lItf5ZXJc1by9SbPeljFd,0,1,0.391,-3.892,1,0.275,160.517,4,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,audio_features,spotify:track:1lItf5ZXJc1by9SbPeljFd,0.78,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5,63,46656
0,0.464,https://api.spotify.com/v1/audio-analysis/12B0Twa9kRz45Xw2PgXHJm,0.552,314280,0.637,12B0Twa9kRz45Xw2PgXHJm,1.63E-05,5,0.136,-6.568,1,0.0445,97.97,4,https://api.spotify.com/v1/tracks/12B0Twa9kRz45Xw2PgXHJm,audio_features,spotify:track:12B0Twa9kRz45Xw2PgXHJm,0.333,Afire Love,Ed Sheeran,37,99,13742563
0,0.406,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,0.72,251088,0.763,5knuzwU65gJK7IF5yJsuaW,0,9,0.18,-4.068,0,0.0523,101.965,4,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,audio_features,spotify:track:5knuzwU65gJK7IF5yJsuaW,0.742,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,9,86,781113
0,0.753,https://api.spotify.com/v1/audio-analysis/0j8zLbIueSkVqB3Tl6PsjA,0.764,229573,0.473,0j8zLbIueSkVqB3Tl6PsjA,0.306,0,0.171,-11.084,0,0.0882,106.14,4,https://api.spotify.com/v1/tracks/0j8zLbIueSkVqB3Tl6PsjA,audio_features,spotify:track:0j8zLbIueSkVqB3Tl6PsjA,0.212,Regret In Your Tears,Nicki Minaj,61,95,7766505
0,0.232,https://api.spotify.com/v1/audio-analysis/5YuZQg9r1qdAgF86TnrIHy,0.65,170449,0.951,5YuZQg9r1qdAgF86TnrIHy,0,11,0.979,-5.465,1,0.0729,96.032,4,https://api.spotify.com/v1/tracks/5YuZQg9r1qdAgF86TnrIHy,audio_features,spotify:track:5YuZQg9r1qdAgF86TnrIHy,0.727,Ai Se Eu Te Pego,Michel Telo,81,70,1023163
0,0.0747,https://api.spotify.com/v1/audio-analysis/5zA8vzDGqPl2AzZkEYQGKh,0.701,197707,0.943,5zA8vzDGqPl2AzZkEYQGKh,0,4,0.601,-2.986,1,0.0456,128.992,4,https://api.spotify.com/v1/tracks/5zA8vzDGqPl2AzZkEYQGKh,audio_features,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,0.791,Uptown Girl,Glee Cast,68,79,819303
0,0.166,https://api.spotify.com/v1/audio-analysis/45sDIKapDyxPl307QpEAwl,0.666,211253,0.819,45sDIKapDyxPl307QpEAwl,0,4,0.261,-6.053,0,0.0466,95.999,4,https://api.spotify.com/v1/tracks/45sDIKapDyxPl307QpEAwl,audio_features,spotify:track:45sDIKapDyxPl307QpEAwl,0.408,Rocketeer,Far*East Movement Featuring Ryan Tedder,7,71,644788
0,0.0047,https://api.spotify.com/v1/audio-analysis/1JDIArrcepzWDTAWXdGYmP,0.58,239999,0.842,1JDIArrcepzWDTAWXdGYmP,5.87E-06,9,0.158,-2.867,0,0.0656,129.955,4,https://api.spotify.com/v1/tracks/1JDIArrcepzWDTAWXdGYmP,audio_features,spotify:track:1JDIArrcepzWDTAWXdGYmP,0.347,I Want You To Know,Zedd Featuring Selena Gomez,17,86,1924523
0,0.0102,https://api.spotify.com/v1/audio-analysis/51H2y6YrNNXcy3dfc3qSbA,0.729,352906,0.989,51H2y6YrNNXcy3dfc3qSbA,4.45E-05,9,0.443,-4.613,0,0.049,126.47,4,https://api.spotify.com/v1/tracks/51H2y6YrNNXcy3dfc3qSbA,audio_features,spotify:track:51H2y6YrNNXcy3dfc3qSbA,0.84,When Doves Cry,Prince,1,77,1447075
0,0.675,https://api.spotify.com/v1/audio-analysis/4SMMOGaeYvIvjSbq7RRdrk,0.549,176067,0.268,4SMMOGaeYvIvjSbq7RRdrk,0,8,0.262,-12.985,1,0.0398,124.322,4,https://api.spotify.com/v1/tracks/4SMMOGaeYvIvjSbq7RRdrk,audio_features,spotify:track:4SMMOGaeYvIvjSbq7RRdrk,0.578,You Make Me Feel...,Cobra Starship Featuring Sabi,7,82,1846669
0,0.00403,https://api.spotify.com/v1/audio-analysis/5jrdCoLpJSvHHorevXBATy,0.646,215672,0.587,5jrdCoLpJSvHHorevXBATy,0,6,0.145,-6.139,1,0.0528,131.932,4,https://api.spotify.com/v1/tracks/5jrdCoLpJSvHHorevXBATy,audio_features,spotify:track:5jrdCoLpJSvHHorevXBATy,0.341,Dark Horse,Katy Perry Featuring Juicy J,1,90,7494636
0,0.234,https://api.spotify.com/v1/audio-analysis/23NWj2izXAJ4yL6Nah73wf,0.795,209453,0.482,23NWj2izXAJ4yL6Nah73wf,3.99E-06,11,0.104,-8.995,1,0.22,132.985,4,https://api.spotify.com/v1/tracks/23NWj2izXAJ4yL6Nah73wf,audio_features,spotify:track:23NWj2izXAJ4yL6Nah73wf,0.0602,Pop Style,Drake Featuring The Throne,16,99,13837931
0,0.0312,https://api.spotify.com/v1/audio-analysis/3V8sM5OOG6YfDuDLa2IIYJ,0.618,180520,0.727,3V8sM5OOG6YfDuDLa2IIYJ,0,3,0.196,-7.224,0,0.208,164.992,4,https://api.spotify.com/v1/tracks/3V8sM5OOG6YfDuDLa2IIYJ,audio_features,spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,0.401,Used To,Drake Featuring Lil Wayne,84,96,4670062
0,0.469,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,0.872,119133,0.391,7m9OqQk4RVRkw9JJdeAw96,4.13E-06,0,0.297,-9.144,0,0.242,134.021,4,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,audio_features,spotify:track:7m9OqQk4RVRkw9JJdeAw96,0.437,Jocelyn Flores,XXXTentacion,31,94,1570884
