,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist_name,PeakPos,Popularity,Followers
0,0.184,https://api.spotify.com/v1/audio-analysis/3L7RtEcu1Hw3OXrpnthngx,0.731,236920,0.738,3L7RtEcu1Hw3OXrpnthngx,0,9,0.214,-8.125,0,0.0377,117.656,4,https://api.spotify.com/v1/tracks/3L7RtEcu1Hw3OXrpnthngx,audio_features,spotify:track:3L7RtEcu1Hw3OXrpnthngx,0.958,Don't You Want Me,Glee Cast,49,66,174131
0,0.0108,https://api.spotify.com/v1/audio-analysis/1mz9ZrRYu3EPVg9ZHFtjjf,0.761,240907,0.649,1mz9ZrRYu3EPVg9ZHFtjjf,3.03E-06,5,0.0834,-5.071,0,0.197,130.033,4,https://api.spotify.com/v1/tracks/1mz9ZrRYu3EPVg9ZHFtjjf,audio_features,spotify:track:1mz9ZrRYu3EPVg9ZHFtjjf,0.504,A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip & GoonRock",77,0,314179
0,0.00193,https://api.spotify.com/v1/audio-analysis/2U8g9wVcUu9wsg6i7sFSv8,0.425,240796,0.733,2U8g9wVcUu9wsg6i7sFSv8,0.00922,9,0.171,-6.883,1,0.0396,117.985,4,https://api.spotify.com/v1/tracks/2U8g9wVcUu9wsg6i7sFSv8,audio_features,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,0.313,Every Teardrop Is A Waterfall,Coldplay,14,93,8966335
0,0.00473,https://api.spotify.com/v1/audio-analysis/0byFa7HDKamSnzxMPEF6dj,0.549,119000,0.317,0byFa7HDKamSnzxMPEF6dj,0.0308,7,0.0955,-11.473,1,0.0299,117.894,4,https://api.spotify.com/v1/tracks/0byFa7HDKamSnzxMPEF6dj,audio_features,spotify:track:0byFa7HDKamSnzxMPEF6dj,0.196,Oh Sweet Lorraine,Green Shoe Studio Featuring Jacob Colgan & Fred Stobaugh,42,25,274
0,0.822,https://api.spotify.com/v1/audio-analysis/11qh54D0PKkBwelpDxxiEU,0.513,193320,0.221,11qh54D0PKkBwelpDxxiEU,0,0,0.113,-10.233,1,0.0302,173.865,3,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,audio_features,spotify:track:11qh54D0PKkBwelpDxxiEU,0.354,Girl Crush,Little Big Town,18,71,656256
0,0.142,https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8,0.714,135920,0.566,4KW1lqgSr8TKrvBII0Brf8,1.25E-06,7,0.57,-4.408,1,0.056,113.074,4,https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8,audio_features,spotify:track:4KW1lqgSr8TKrvBII0Brf8,0.449,My Life,50 Cent Featuring Eminem & Adam Levine,27,93,5769113
0,0.083,https://api.spotify.com/v1/audio-analysis/0iA1unTbTbDOWUSlbwJ1pS,0.503,184506,0.824,0iA1unTbTbDOWUSlbwJ1pS,0,3,0.21,-4.039,1,0.0524,161.981,4,https://api.spotify.com/v1/tracks/0iA1unTbTbDOWUSlbwJ1pS,audio_features,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,0.448,It Don't Hurt Like It Used To,Billy Currington,44,75,594116
0,0.763,https://api.spotify.com/v1/audio-analysis/4jtyUzZm9WLc2AdaJ1dso7,0.707,275227,0.709,4jtyUzZm9WLc2AdaJ1dso7,0,11,0.274,-3.979,0,0.34,89.094,4,https://api.spotify.com/v1/tracks/4jtyUzZm9WLc2AdaJ1dso7,audio_features,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,0.501,Zero,Chris Brown,80,99,13839361
0,0.0467,https://api.spotify.com/v1/audio-analysis/32lm3769IRfcnrQV11LO4E,0.713,243413,0.783,32lm3769IRfcnrQV11LO4E,1.93E-06,7,0.0449,-3.499,1,0.124,90.937,4,https://api.spotify.com/v1/tracks/32lm3769IRfcnrQV11LO4E,audio_features,spotify:track:32lm3769IRfcnrQV11LO4E,0.958,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,85,4092305
0,0.634,https://api.spotify.com/v1/audio-analysis/0aOluBqXYd0rFSCsgDyAWX,0.566,241693,0.664,0aOluBqXYd0rFSCsgDyAWX,0,4,0.116,-5.303,0,0.0464,128.945,4,https://api.spotify.com/v1/tracks/0aOluBqXYd0rFSCsgDyAWX,audio_features,spotify:track:0aOluBqXYd0rFSCsgDyAWX,0.437,Take Me To Church,Matt McAndrew,92,81,1758984
0,0.0235,https://api.spotify.com/v1/audio-analysis/4YJmZfvlheSziXem8HBWrj,0.835,189853,0.436,4YJmZfvlheSziXem8HBWrj,0,0,0.635,-9.602,1,0.176,133.942,3,https://api.spotify.com/v1/tracks/4YJmZfvlheSziXem8HBWrj,audio_features,spotify:track:4YJmZfvlheSziXem8HBWrj,0.234,Still Here,Drake,40,99,13839361
0,0.0263,https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6,0.841,210200,0.516,6H0AwSQ20mo62jGlPGB8S6,0.00072,11,0.111,-7.461,0,0.118,145.995,4,https://api.spotify.com/v1/tracks/6H0AwSQ20mo62jGlPGB8S6,audio_features,spotify:track:6H0AwSQ20mo62jGlPGB8S6,0.556,Pretty Girls,Britney Spears & Iggy Azalea,43,91,1897468
0,0.0471,https://api.spotify.com/v1/audio-analysis/6hIS1u7nuJmFE12rXAPMxm,0.533,226080,0.722,6hIS1u7nuJmFE12rXAPMxm,8.99E-06,0,0.242,-6.817,1,0.0341,107.001,4,https://api.spotify.com/v1/tracks/6hIS1u7nuJmFE12rXAPMxm,audio_features,spotify:track:6hIS1u7nuJmFE12rXAPMxm,0.396,Every Storm (Runs Out Of Rain),Gary Allan,26,66,246877
0,0.0264,https://api.spotify.com/v1/audio-analysis/5JBa94s53RNVoHnjxwyrSF,0.637,161320,0.836,5JBa94s53RNVoHnjxwyrSF,0,2,0.0958,-3.941,1,0.0789,184.04,4,https://api.spotify.com/v1/tracks/5JBa94s53RNVoHnjxwyrSF,audio_features,spotify:track:5JBa94s53RNVoHnjxwyrSF,0.898,I Can't Go For That / You Make My Dreams,Glee Cast,80,81,763350
0,0.399,https://api.spotify.com/v1/audio-analysis/1Bxzw8ag71snOU9IbhXVD6,0.499,263400,0.673,1Bxzw8ag71snOU9IbhXVD6,1.21E-06,0,0.208,-4.505,1,0.0348,121.87,4,https://api.spotify.com/v1/tracks/1Bxzw8ag71snOU9IbhXVD6,audio_features,spotify:track:1Bxzw8ag71snOU9IbhXVD6,0.301,In The Night,The Weeknd,12,93,2115234
0,0.00479,https://api.spotify.com/v1/audio-analysis/4ckuS4Nj4FZ7i3Def3Br8W,0.804,251333,0.56,4ckuS4Nj4FZ7i3Def3Br8W,0,8,0.164,-6.682,1,0.185,85.023,4,https://api.spotify.com/v1/tracks/4ckuS4Nj4FZ7i3Def3Br8W,audio_features,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,0.272,Sneakin',Drake Featuring 21 Savage,28,99,13839365
0,0.0896,https://api.spotify.com/v1/audio-analysis/7y6c07pgjZvtHI9kuMVqk1,0.78,250337,0.729,7y6c07pgjZvtHI9kuMVqk1,0.422,5,0.104,-9.138,0,0.0493,123.009,4,https://api.spotify.com/v1/tracks/7y6c07pgjZvtHI9kuMVqk1,audio_features,spotify:track:7y6c07pgjZvtHI9kuMVqk1,0.844,Get It Together,Drake Featuring Jorja Smith & Black Coffee,45,99,13839365
0,0.319,https://api.spotify.com/v1/audio-analysis/7ongSdLv28Z27WeCrzZXwB,0.493,217407,0.67,7ongSdLv28Z27WeCrzZXwB,0,6,0.102,-5.131,1,0.0298,151.989,3,https://api.spotify.com/v1/tracks/7ongSdLv28Z27WeCrzZXwB,audio_features,spotify:track:7ongSdLv28Z27WeCrzZXwB,0.451,19 You + Me,Dan + Shay,42,73,286514
0,0.00176,https://api.spotify.com/v1/audio-analysis/6yOGrvkrcv5SbgzMkox2p8,0.706,264760,0.843,6yOGrvkrcv5SbgzMkox2p8,0,11,0.317,-2.436,0,0.0722,141.98,4,https://api.spotify.com/v1/tracks/6yOGrvkrcv5SbgzMkox2p8,audio_features,spotify:track:6yOGrvkrcv5SbgzMkox2p8,0.635,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",58,88,1561506
0,0.0121,https://api.spotify.com/v1/audio-analysis/1N4jhCFeE0hrZGYfpJsSAF,0.872,200803,0.719,1N4jhCFeE0hrZGYfpJsSAF,1.01E-06,2,0.246,-8.663,1,0.235,101.967,4,https://api.spotify.com/v1/tracks/1N4jhCFeE0hrZGYfpJsSAF,audio_features,spotify:track:1N4jhCFeE0hrZGYfpJsSAF,0.32,Cat Daddy,Rej3ctz,97,44,21014
0,0.00292,https://api.spotify.com/v1/audio-analysis/0QTUoI90fBFdKkd4h8fsOu,0.561,206507,0.827,0QTUoI90fBFdKkd4h8fsOu,1.78E-06,2,0.268,-5.785,1,0.109,142.133,4,https://api.spotify.com/v1/tracks/0QTUoI90fBFdKkd4h8fsOu,audio_features,spotify:track:0QTUoI90fBFdKkd4h8fsOu,0.542,Calling All The Monsters,China Anne McClain,86,0,314180
0,0.0577,https://api.spotify.com/v1/audio-analysis/0PT7nlpo11hYYyfnBgtilT,0.779,142212,0.472,0PT7nlpo11hYYyfnBgtilT,0,11,0.114,-7.116,1,0.218,135.051,4,https://api.spotify.com/v1/tracks/0PT7nlpo11hYYyfnBgtilT,audio_features,spotify:track:0PT7nlpo11hYYyfnBgtilT,0.412,Nasty Freestyle,T-Wayne,9,59,118694
0,0.637,https://api.spotify.com/v1/audio-analysis/76N7FdzCI9OsiUnzJVLY2m,0.618,221427,0.753,76N7FdzCI9OsiUnzJVLY2m,0,7,0.0905,-5.05,0,0.0451,120.041,4,https://api.spotify.com/v1/tracks/76N7FdzCI9OsiUnzJVLY2m,audio_features,spotify:track:76N7FdzCI9OsiUnzJVLY2m,0.557,Rumour Has It,Adele,16,88,7368363
0,0.069,https://api.spotify.com/v1/audio-analysis/17X2tSzibD9n9QRjdExcWT,0.487,218200,0.736,17X2tSzibD9n9QRjdExcWT,0,7,0.114,-3.269,1,0.0326,81.587,4,https://api.spotify.com/v1/tracks/17X2tSzibD9n9QRjdExcWT,audio_features,spotify:track:17X2tSzibD9n9QRjdExcWT,0.184,Fly Over States,Jason Aldean,32,80,1688445
0,0.0541,https://api.spotify.com/v1/audio-analysis/0B8QzDH7YWih85V5SEMnyJ,0.795,198944,0.568,0B8QzDH7YWih85V5SEMnyJ,0,5,0.108,-7.817,0,0.142,136.173,4,https://api.spotify.com/v1/tracks/0B8QzDH7YWih85V5SEMnyJ,audio_features,spotify:track:0B8QzDH7YWih85V5SEMnyJ,0.478,Money Longer,Lil Uzi Vert,54,96,2333252
0,0.438,https://api.spotify.com/v1/audio-analysis/7vlPI45Zzzk0palLdKry4k,0.416,395951,0.712,7vlPI45Zzzk0palLdKry4k,0,5,0.0642,-6.671,0,0.384,78.015,4,https://api.spotify.com/v1/tracks/7vlPI45Zzzk0palLdKry4k,audio_features,spotify:track:7vlPI45Zzzk0palLdKry4k,0.581,The Matrimony,Wale Featuring Usher,70,81,1028520
0,0.0621,https://api.spotify.com/v1/audio-analysis/1MLiJQozVUdCCNudp1cDbn,0.644,221599,0.777,1MLiJQozVUdCCNudp1cDbn,1.83E-06,0,0.0792,-6.971,1,0.0997,170.021,4,https://api.spotify.com/v1/tracks/1MLiJQozVUdCCNudp1cDbn,audio_features,spotify:track:1MLiJQozVUdCCNudp1cDbn,0.599,"John Cougar, John Deere, John 3:16",Keith Urban,40,78,1450243
0,0.615,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,0.661,201000,0.373,3VlbOrM6nYPprVvzBZllE5,0,5,0.177,-8.249,1,0.0505,91.5,4,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,audio_features,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.523,Too Good At Goodbyes,Sam Smith,5,97,4155160
0,0.0314,https://api.spotify.com/v1/audio-analysis/5mvKuE9Lf9ARVXVXA32kK9,0.646,223053,0.843,5mvKuE9Lf9ARVXVXA32kK9,2.39E-06,5,0.247,-3.882,1,0.177,174.904,4,https://api.spotify.com/v1/tracks/5mvKuE9Lf9ARVXVXA32kK9,audio_features,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,0.647,Price Tag,Xenia,99,78,2935058
0,0.909,https://api.spotify.com/v1/audio-analysis/4pc01CAhGKx15PY23uPjHp,0.468,189769,0.693,4pc01CAhGKx15PY23uPjHp,0,6,0.116,-7.059,0,0.553,84.762,4,https://api.spotify.com/v1/tracks/4pc01CAhGKx15PY23uPjHp,audio_features,spotify:track:4pc01CAhGKx15PY23uPjHp,0.308,Charged Up,Drake,78,99,13839367
0,0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,0.841,243837,0.728,6gBFPUFcJLzWGx4lenP6h2,0,7,0.149,-3.37,1,0.0484,130.049,4,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43,Goosebumps,Travis Scott,32,95,1855118
0,0.371,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,0.558,180387,0.559,7KA4W4McWYRpgf0fWsJZWB,7.49E-06,6,0.109,-9.222,1,0.0959,78.558,4,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,audio_features,spotify:track:7KA4W4McWYRpgf0fWsJZWB,0.62,See You Again,Carrie Underwood,34,84,1413128
0,0.21,https://api.spotify.com/v1/audio-analysis/2VjtYe7gpfUi2OkGxR2O2z,0.767,211859,0.671,2VjtYe7gpfUi2OkGxR2O2z,1.12E-05,9,0.129,-6.416,0,0.142,128.072,4,https://api.spotify.com/v1/tracks/2VjtYe7gpfUi2OkGxR2O2z,audio_features,spotify:track:2VjtYe7gpfUi2OkGxR2O2z,0.474,Look What You Made Me Do,Taylor Swift,1,96,7797772
0,0.0958,https://api.spotify.com/v1/audio-analysis/0B5OTb36fzLayn6XQHg5A1,0.557,209288,0.422,0B5OTb36fzLayn6XQHg5A1,8.41E-06,0,0.102,-9.184,0,0.355,108.937,4,https://api.spotify.com/v1/tracks/0B5OTb36fzLayn6XQHg5A1,audio_features,spotify:track:0B5OTb36fzLayn6XQHg5A1,0.285,Scholarships,Drake & Future,69,99,13839367
0,0.299,https://api.spotify.com/v1/audio-analysis/6W5RmgWh46p9RQ4LDezHKE,0.51,178320,0.602,6W5RmgWh46p9RQ4LDezHKE,0,3,0.126,-6.317,1,0.0616,148.077,4,https://api.spotify.com/v1/tracks/6W5RmgWh46p9RQ4LDezHKE,audio_features,spotify:track:6W5RmgWh46p9RQ4LDezHKE,0.308,Flashlight,Jessie J,61,0,314180
0,0.275,https://api.spotify.com/v1/audio-analysis/5S5rw0WLVCAux5B5bWCehK,0.609,209280,0.813,5S5rw0WLVCAux5B5bWCehK,0,0,0.205,-5.599,1,0.0368,89.964,4,https://api.spotify.com/v1/tracks/5S5rw0WLVCAux5B5bWCehK,audio_features,spotify:track:5S5rw0WLVCAux5B5bWCehK,0.54,I Like The Sound Of That,Rascal Flatts,52,77,970818
0,0.281,https://api.spotify.com/v1/audio-analysis/0VYhxVxH9ijmdHUKsON9Bk,0.747,191033,0.553,0VYhxVxH9ijmdHUKsON9Bk,0,1,0.117,-7.294,1,0.117,141.888,4,https://api.spotify.com/v1/tracks/0VYhxVxH9ijmdHUKsON9Bk,audio_features,spotify:track:0VYhxVxH9ijmdHUKsON9Bk,0.262,Hold Up,Beyonce,13,96,2333256
0,0.0253,https://api.spotify.com/v1/audio-analysis/0621F7y1cX0hJoQFIrrUaZ,0.66,190667,0.72,0621F7y1cX0hJoQFIrrUaZ,8.72E-06,5,0.33,-5.095,1,0.0237,101.986,4,https://api.spotify.com/v1/tracks/0621F7y1cX0hJoQFIrrUaZ,audio_features,spotify:track:0621F7y1cX0hJoQFIrrUaZ,0.68,Did It For The Girl,Greg Bates,66,40,18857
0,0.042,https://api.spotify.com/v1/audio-analysis/7AK5vh1cRnO3YxAjOjL4Yy,0.687,195418,0.625,7AK5vh1cRnO3YxAjOjL4Yy,0,1,0.151,-6.942,0,0.0284,104.027,4,https://api.spotify.com/v1/tracks/7AK5vh1cRnO3YxAjOjL4Yy,audio_features,spotify:track:7AK5vh1cRnO3YxAjOjL4Yy,0.866,Look At You,Big & Rich,73,64,9527
0,0.167,https://api.spotify.com/v1/audio-analysis/7LJOfS8evyKfP8Fl5rdZXw,0.606,253880,0.585,7LJOfS8evyKfP8Fl5rdZXw,0,0,0.0658,-6.47,1,0.0321,77.01,4,https://api.spotify.com/v1/tracks/7LJOfS8evyKfP8Fl5rdZXw,audio_features,spotify:track:7LJOfS8evyKfP8Fl5rdZXw,0.177,Cop Car,Keith Urban,41,81,848223
0,0.00263,https://api.spotify.com/v1/audio-analysis/0eRUvq2nZmHoS9c21BKXtN,0.701,209880,0.693,0eRUvq2nZmHoS9c21BKXtN,1.56E-05,4,0.185,-6.095,1,0.0249,108.026,4,https://api.spotify.com/v1/tracks/0eRUvq2nZmHoS9c21BKXtN,audio_features,spotify:track:0eRUvq2nZmHoS9c21BKXtN,0.478,Strip Me,Natasha Bedingfield,91,72,320440
0,0.658,https://api.spotify.com/v1/audio-analysis/1u6Ni98NiRqeiwe47DpMsA,0.348,200013,0.408,1u6Ni98NiRqeiwe47DpMsA,0.00241,4,0.348,-7.353,1,0.0364,143.503,4,https://api.spotify.com/v1/tracks/1u6Ni98NiRqeiwe47DpMsA,audio_features,spotify:track:1u6Ni98NiRqeiwe47DpMsA,0.408,Two Night Town,Jason Aldean,76,80,1688445
0,0.238,https://api.spotify.com/v1/audio-analysis/6uBhi9gBXWjanegOb2Phh0,0.457,210091,0.627,6uBhi9gBXWjanegOb2Phh0,0,5,0.116,-5.091,0,0.111,101.384,4,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0,audio_features,spotify:track:6uBhi9gBXWjanegOb2Phh0,0.554,Stay,Florida Georgia Line,28,86,1924771
0,0.0613,https://api.spotify.com/v1/audio-analysis/77doqkS2s213W6AKgPC6Xj,0.931,202199,0.415,77doqkS2s213W6AKgPC6Xj,0,7,0.059,-8.491,1,0.293,97.995,4,https://api.spotify.com/v1/tracks/77doqkS2s213W6AKgPC6Xj,audio_features,spotify:track:77doqkS2s213W6AKgPC6Xj,0.619,Don't Drop That Thun Thun!,The FiNATTiCZ,35,44,12089
0,0.000598,https://api.spotify.com/v1/audio-analysis/5CG9Ps5ynNjpKJHmwc95pa,0.573,197120,0.635,5CG9Ps5ynNjpKJHmwc95pa,0,7,0.0845,-6.621,1,0.0275,144.031,4,https://api.spotify.com/v1/tracks/5CG9Ps5ynNjpKJHmwc95pa,audio_features,spotify:track:5CG9Ps5ynNjpKJHmwc95pa,0.447,Somewhere,Glee Cast,75,76,886039
0,0.0106,https://api.spotify.com/v1/audio-analysis/7LcfRTgAVTs5pQGEQgUEzN,0.714,201160,0.748,7LcfRTgAVTs5pQGEQgUEzN,0,11,0.325,-4.471,0,0.0546,128.03,4,https://api.spotify.com/v1/tracks/7LcfRTgAVTs5pQGEQgUEzN,audio_features,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,0.586,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,95,8995923
0,0.547,https://api.spotify.com/v1/audio-analysis/6cNajGUxKP53LIg0LzlfQt,0.647,232907,0.478,6cNajGUxKP53LIg0LzlfQt,2.69E-05,8,0.156,-8.837,1,0.0782,135.877,4,https://api.spotify.com/v1/tracks/6cNajGUxKP53LIg0LzlfQt,audio_features,spotify:track:6cNajGUxKP53LIg0LzlfQt,0.333,Climax,Usher,17,85,4450698
0,0.00274,https://api.spotify.com/v1/audio-analysis/6tF92PMv01Ug9Dh8Rmy6nH,0.756,209333,0.682,6tF92PMv01Ug9Dh8Rmy6nH,8.85E-06,9,0.147,-6.577,0,0.0753,116.008,4,https://api.spotify.com/v1/tracks/6tF92PMv01Ug9Dh8Rmy6nH,audio_features,spotify:track:6tF92PMv01Ug9Dh8Rmy6nH,0.589,New Rules,Dua Lipa,34,93,1117746
0,0.401,https://api.spotify.com/v1/audio-analysis/7DsurbFuU3hRjsLl3q9g0h,0.684,228966,0.512,7DsurbFuU3hRjsLl3q9g0h,0,11,0.1,-7.232,0,0.0401,127.908,4,https://api.spotify.com/v1/tracks/7DsurbFuU3hRjsLl3q9g0h,audio_features,spotify:track:7DsurbFuU3hRjsLl3q9g0h,0.354,Velvet,Chris Jamison,53,75,272333
0,0.00765,https://api.spotify.com/v1/audio-analysis/4urcG6Nfubqsuqy3juMjBi,0.765,227147,0.765,4urcG6Nfubqsuqy3juMjBi,3.82E-06,1,0.0527,-2.732,0,0.0585,120.001,4,https://api.spotify.com/v1/tracks/4urcG6Nfubqsuqy3juMjBi,audio_features,spotify:track:4urcG6Nfubqsuqy3juMjBi,0.886,Brokenhearted,Karmin,16,61,396349
0,0.405,https://api.spotify.com/v1/audio-analysis/5259GVdvIOBkcqo6L2i9qw,0.691,187826,0.492,5259GVdvIOBkcqo6L2i9qw,0,4,0.0955,-10.815,0,0.196,92.019,4,https://api.spotify.com/v1/tracks/5259GVdvIOBkcqo6L2i9qw,audio_features,spotify:track:5259GVdvIOBkcqo6L2i9qw,0.54,Walk Thru,Rich Homie Quan Featuring Problem,74,78,1161643
0,0.0242,https://api.spotify.com/v1/audio-analysis/0hy1SOTEn9ifXTzOwnCwEr,0.589,223973,0.658,0hy1SOTEn9ifXTzOwnCwEr,0,11,0.118,-5.288,0,0.203,77.521,4,https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr,audio_features,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,0.251,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,84,1348924
0,0.13,https://api.spotify.com/v1/audio-analysis/13JngJc6J0ykO7Pq0gin35,0.596,351613,0.503,13JngJc6J0ykO7Pq0gin35,0,4,0.0754,-7.606,1,0.0272,134.032,4,https://api.spotify.com/v1/tracks/13JngJc6J0ykO7Pq0gin35,audio_features,spotify:track:13JngJc6J0ykO7Pq0gin35,0.262,El Cerrito Place,Kenny Chesney,72,77,1256787
0,0.133,https://api.spotify.com/v1/audio-analysis/37jalmkAdkohJQj98FGU7r,0.402,206920,0.794,37jalmkAdkohJQj98FGU7r,0,11,0.133,-3.982,0,0.125,195.058,3,https://api.spotify.com/v1/tracks/37jalmkAdkohJQj98FGU7r,audio_features,spotify:track:37jalmkAdkohJQj98FGU7r,0.702,Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,83,90,2813667
0,0.0216,https://api.spotify.com/v1/audio-analysis/3qOMYMHbtqNFhfRjXUBzow,0.722,187747,0.736,3qOMYMHbtqNFhfRjXUBzow,4.98E-06,8,0.0585,-5.228,1,0.245,96.943,4,https://api.spotify.com/v1/tracks/3qOMYMHbtqNFhfRjXUBzow,audio_features,spotify:track:3qOMYMHbtqNFhfRjXUBzow,0.436,Jack Sparrow,The Lonely Island Featuring Michael Bolton,69,70,626336
0,0.0522,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,0.449,278719,0.585,6nek1Nin9q48AVZcWs9e9D,8.49E-05,5,0.0833,-6.762,1,0.0268,139.627,4,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,audio_features,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.203,Paradise,Coldplay,99,93,8966350
0,0.00725,https://api.spotify.com/v1/audio-analysis/7C6njUzhBb6fIpXzBYWg1n,0.3,314893,0.707,7C6njUzhBb6fIpXzBYWg1n,0.000748,2,0.285,-6.585,1,0.0507,105.916,4,https://api.spotify.com/v1/tracks/7C6njUzhBb6fIpXzBYWg1n,audio_features,spotify:track:7C6njUzhBb6fIpXzBYWg1n,0.386,Lover Of The Light,Mumford & Sons,97,82,3747430
0,0.0856,https://api.spotify.com/v1/audio-analysis/2eqDUxbd0JPEhNrJdPlHLs,0.685,235547,0.944,2eqDUxbd0JPEhNrJdPlHLs,0,5,0.0927,-2.793,1,0.145,124.987,4,https://api.spotify.com/v1/tracks/2eqDUxbd0JPEhNrJdPlHLs,audio_features,spotify:track:2eqDUxbd0JPEhNrJdPlHLs,0.757,Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,94,91,1265094
0,0.0664,https://api.spotify.com/v1/audio-analysis/14OxJlLdcHNpgsm4DRwDOB,0.73,209160,0.669,14OxJlLdcHNpgsm4DRwDOB,3.63E-05,5,0.0822,-3.494,1,0.0318,110.04,4,https://api.spotify.com/v1/tracks/14OxJlLdcHNpgsm4DRwDOB,audio_features,spotify:track:14OxJlLdcHNpgsm4DRwDOB,0.383,Habits (Stay High),Tove Lo,3,83,1170971
0,0.189,https://api.spotify.com/v1/audio-analysis/2Ok3BkZ7qcSfFCm67HSGCM,0.771,200387,0.46,2Ok3BkZ7qcSfFCm67HSGCM,0,4,0.0812,-9.341,1,0.123,102.961,4,https://api.spotify.com/v1/tracks/2Ok3BkZ7qcSfFCm67HSGCM,audio_features,spotify:track:2Ok3BkZ7qcSfFCm67HSGCM,0.531,Beautiful Life,Nick Fradiani,93,91,3083069
0,0.0338,https://api.spotify.com/v1/audio-analysis/4Sfa7hdVkqlM8UW5LsSY3F,0.566,264493,0.755,4Sfa7hdVkqlM8UW5LsSY3F,0,11,0.315,-5.526,1,0.0368,101.006,4,https://api.spotify.com/v1/tracks/4Sfa7hdVkqlM8UW5LsSY3F,audio_features,spotify:track:4Sfa7hdVkqlM8UW5LsSY3F,0.445,Take A Walk,Passion Pit,84,70,795732
0,0.0446,https://api.spotify.com/v1/audio-analysis/52ioLaTnO2J7BWY8UN2n9D,0.639,214627,0.427,52ioLaTnO2J7BWY8UN2n9D,2.32E-05,2,0.107,-9.013,1,0.0336,76.08,4,https://api.spotify.com/v1/tracks/52ioLaTnO2J7BWY8UN2n9D,audio_features,spotify:track:52ioLaTnO2J7BWY8UN2n9D,0.457,Round Here,Florida Georgia Line,28,78,1087154
0,0.349,https://api.spotify.com/v1/audio-analysis/27mF2eUbhExYWiOT0y9cuc,0.628,276160,0.725,27mF2eUbhExYWiOT0y9cuc,0,6,0.198,-5.922,0,0.205,113.392,5,https://api.spotify.com/v1/tracks/27mF2eUbhExYWiOT0y9cuc,audio_features,spotify:track:27mF2eUbhExYWiOT0y9cuc,0.375,Diced Pineapples,Rick Ross Featuring Wale & Drake,71,84,1520230
0,0.41,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,0.695,234507,0.869,05SBRd4fXgn8FX7bf8BCAE,0,8,0.237,-5.066,1,0.0483,124.989,4,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,audio_features,spotify:track:05SBRd4fXgn8FX7bf8BCAE,0.58,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",66,91,8374617
0,0.00133,https://api.spotify.com/v1/audio-analysis/6vrUTGn5p8IrfTZ0J6sIVM,0.291,289907,0.79,6vrUTGn5p8IrfTZ0J6sIVM,5.61E-06,11,0.0811,-5.683,0,0.0363,155.667,3,https://api.spotify.com/v1/tracks/6vrUTGn5p8IrfTZ0J6sIVM,audio_features,spotify:track:6vrUTGn5p8IrfTZ0J6sIVM,0.513,Iris,Sawyer Fredericks,100,75,568316
