"","athlete.sex","type","average_speed","distance","total_elevation_gain","incline","score"
"1986","F","Run",4.197,7822.5,464,0.059316075423458,37471.0325
"1987","M","Run",3.058,8150.8,10,0.00122687343573637,25025.1464
"1988","M","Run",3.51,14194,101,0.00711568268282373,50830.94
"1989","M","Ride",5.841,52306.1,164.9,0.00315259596873022,307168.9301
"1990","M","Ride",6.503,67845.7,296.6,0.00437168457249317,444166.5871
"1991","F","Run",3.061,7151.4,13.5,0.00188774226025673,22025.4354
"1992","M","Ride",7.879,20350.2,10.3,0.000506137531817869,160442.2258
"1993","M","Ride",5.859,16556.5,81,0.00489233835653671,97814.5335
"1994","M","Ride",7.88,20960.2,25.6,0.00122136239158023,165422.376
"1995","F","Run",3.015,2810.2,27.7,0.00985694968329656,8749.753
"1996","F","Ride",5.505,13223.9,0,0,72797.5695
"1997","M","Ride",6.854,16662.3,74,0.00444116358485923,114943.4042
"1998","M","Ride",4.614,46973.8,931,0.0198195589882019,226047.1132
"1999","F","Ride",7.594,50334.5,418,0.00830444327449364,386420.193
"2000","M","Ride",3.568,34169.9,136,0.00398011115045698,123278.2032
"2001","F","Ride",6.655,63756.7,614,0.00963036041702284,430440.8385
"2002","F","Run",2.359,3140,18.4,0.00585987261146497,7591.26
"2003","M","Ride",4.657,24094.5,173.4,0.00719666313889062,113942.0865
"2004","M","Ride",5.87,3892,36.8,0.00945529290853032,23214.04
"2005","M","Run",1.212,4196.1,0,0,5085.6732
"2006","M","Ride",5.479,6465.7,10.3,0.00159302163725505,35528.5703
"2007","F","Ride",6.503,50294.7,995.4,0.0197913497843709,337020.4341
"2008","F","Run",2.54,6270.7,97.2,0.0155006618080916,16899.578
"2009","M","Ride",8.618,93325.4,231,0.0024752103928834,806588.2972
"2010","M","Run",3.806,9643.3,44.8,0.00464571256727469,37150.3998
"2011","F","Ride",6.693,35805.5,105.7,0.00295206043764226,240703.2115
"2012","F","Ride",5.048,6183.3,38.3,0.00619410347225591,31596.2984
"2013","M","Ride",7.324,46049.1,286.3,0.0062172767763105,340126.6084
"2014","F","Ride",4.203,25148.2,512.9,0.0203950978598866,110826.8846
"2015","F","Run",1.662,1213,0,0,2016.006
"2016","M","Ride",6.559,60317.5,107.4,0.00178057777593567,396696.4825
"2017","F","Run",2.214,4976,0,0,11016.864
"2018","M","Ride",5.779,43105.5,743.3,0.0172437391980142,256539.6845
"2019","M","Ride",3.184,6383.8,76.7,0.0120147874306839,21093.0192
"2020","M","Run",2.71,3278.9,0,0,8885.819
"2021","F","Ride",7.528,34417.5,243.6,0.00707779472651994,261530.94
"2022","F","Run",3.066,10167.2,87.8,0.00863561255802974,32050.6352
"2023","M","Ride",6.315,47923.2,254.7,0.00531475360576923,305182.008
"2024","M","Ride",5.47,12122.5,398.9,0.0329057537636626,70299.075
"2025","F","Ride",7.379,91804.3,716,0.00779919894819741,684583.9297
"2026","M","Ride",0.002,6.8,0,0,0.0136
"2027","F","Run",2.254,13285,321.4,0.0241926985321791,33158.39
"2028","F","Run",2.399,8610,0,0,20655.39
"2029","M","Ride",4.828,73969,665.2,0.00899295650880774,363774.332
"2030","M","Ride",8.562,32724.3,217.8,0.00665560455074669,282363.4566
"2031","M","Ride",5.048,21880.1,370.1,0.0169149135515834,114151.7448
"2032","F","Run",1.654,5468,39,0.00713240673006584,9434.072
"2033","F","Run",2.378,9743.5,172,0.0176527941704726,24890.043
"2034","F","Ride",6.68,36902,91.9,0.00249037992520731,247424.36
"2035","M","Ride",9.885,83466.8,698.1,0.00836380453066369,832050.318
"2036","F","Run",3.388,4936,19.7,0.00399108589951378,16920.168
"2037","F","Ride",5.903,69594.9,381,0.00547453908260519,414628.6947
"2038","F","Run",2.57,18982.3,194.2,0.010230583227533,50726.511
"2039","F","Ride",7.419,53395.8,477.9,0.00895014214601148,400922.4402
"2040","F","Run",2.003,11022.2,508.6,0.0461432381920125,27163.4666
"2041","F","Run",2.751,6551,26.3,0.00401465425125935,18284.801
"2042","F","Run",2.682,4004.6,68,0.0169804724566748,11420.3372
"2043","M","Run",3.087,10114.3,11.3,0.00111723006040952,31335.8441
"2044","M","Ride",3.363,686,0,0,2307.018
"2045","M","Ride",3.753,23938.3,717,0.0299520016041239,97010.4399
"2046","F","Run",3.066,2033,17,0.00836202656173143,6403.178
"2047","M","Ride",4.323,27747,176.1,0.00634663206833171,121711.281
"2048","F","Run",2.536,13617.9,103.8,0.00762232062212235,35572.9944
"2049","M","Run",3.323,13330.5,135.6,0.0101721615843367,45653.2515
"2050","M","Ride",7.452,120016,716,0.00596587121717104,901519.232
"2051","F","Run",2.704,12871.2,147.9,0.0114907700913668,36282.7248
"2052","M","Ride",9.911,186382,1147,0.00615402774946078,1858702.002
"2053","F","Run",2.405,5571.8,49.1,0.00881223303061847,13891.179
"2054","F","Run",2.913,16156.8,57,0.00352792632204397,47634.7584
"2055","M","Ride",3.023,21760,259.3,0.0119163602941176,68373.48
"2056","M","Ride",7.359,54216.2,441.1,0.0081359446069625,403388.0158
"2057","M","Ride",7.765,57904.9,581,0.0100336931762252,455441.5485
"2058","M","Ride",9.043,13447.6,42,0.0031232338856004,122026.6468
"2059","M","Ride",5.191,4962.3,29.6,0.00596497591842492,26055.2993
"2060","M","Ride",7.371,36724.3,38.7,0.00105379816633673,271081.8153
"2061","F","Run",2.668,3217.2,0,0,8583.4896
"2062","M","Ride",8.39,39061.8,633,0.0162050903952199,334058.502
"2063","M","Run",3.263,9978.2,63,0.00631376400553206,33188.8666
"2064","M","Run",3.388,7355.7,103,0.0140027461696372,25951.1116
"2065","F","Ride",3.404,8598.7,45.1,0.00524497889215812,29720.9748
"2066","M","Ride",8.137,21171.3,368.4,0.0174009153901744,175954.8681
"2067","F","Run",2.361,5597.5,10.6,0.00189370254577937,13321.6975
"2068","M","Ride",7.346,4583.7,27.5,0.00599952003839693,33946.8602
"2069","M","Ride",9.017,25518,98,0.00384042636570264,231075.806
"2070","M","Ride",7.207,26638.2,91,0.00341614673664136,192891.5074
"2071","F","Ride",5.05,28922.7,359.8,0.0124400557347689,149657.635
"2072","F","Ride",5.21,19239,176.5,0.00917407349654348,102000.19
"2073","M","Ride",8.927,47776.3,323,0.00676067422550511,429729.0301
"2074","M","Ride",2.039,4856.4,323.5,0.0666131290667985,13137.1996
"2075","M","Ride",4.136,20862.8,63.6,0.00304848821826409,86924.5408
"2076","M","Ride",3.924,11707.8,231.3,0.0197560600625224,48254.4072
"2077","M","Ride",6.813,32295.3,652,0.0201886961879902,226547.8789
"2078","F","Ride",8.581,82699.9,1016,0.0122853836582632,719807.8419
"2079","F","Ride",5.915,17071.3,39.3,0.00230210938827154,101369.7395
"2080","M","Ride",5.931,63689.4,1938.9,0.0304430564583745,397130.8314
"2081","M","Ride",7.479,5602,46.5,0.00830060692609782,42362.358
"2082","M","Ride",3.242,12022.8,581,0.0483248494527065,44787.9176
"2083","F","Ride",3.366,18652.7,216.4,0.01160153757901,64948.9882
"2084","F","Ride",7.036,36891.3,190.5,0.00516381911182311,261472.1868
"2085","M","Ride",7.029,27653.1,383,0.0138501650809493,198203.6399
"2086","M","Ride",5.272,9436.2,25.4,0.00269176151416884,50001.6464
"2087","M","Ride",6.648,58785.6,154,0.00261968917558041,392346.6688
"2088","M","Ride",4.748,37006,568,0.0153488623466465,181384.488
"2089","F","Ride",6.128,21600.5,44.3,0.00205087845188769,132810.864
"2090","F","Ride",7,16211,0,0,113477
"2091","F","Run",2.691,3043.4,4,0.00131431951107314,8229.7894
"2092","M","Ride",7.605,31545.5,278.8,0.00883802761091122,242691.5275
"2093","M","Run",4.692,511.4,0,0,2399.4888
"2094","M","Run",2.555,7029.7,93.7,0.0133291605616171,18897.8835
"2095","M","Ride",10.375,84684.5,1173,0.0138514131865926,890331.6875
"2096","F","Run",2.711,11076.4,62.8,0.00566971218085298,30656.1204
"2097","M","Ride",8.308,66520,325.6,0.0048947684906795,555904.16
"2098","F","Ride",4.694,32673.3,0,0,153368.4702
"2099","M","Run",3.225,10149.3,32.6,0.00321204418038683,33057.4925
"2100","M","Run",2.97,6272.2,0,0,18628.434
"2101","F","Run",2.9,12245.4,308,0.0251523020889477,38591.66
"2102","F","Run",1.664,5171.9,0,0,8606.0416
"2103","M","Ride",8.241,77449,83.9,0.0010832935221888,639096.209
"2104","M","Run",3.319,6216.3,71,0.0114215851873301,21341.8997
"2105","F","Ride",6.34,17770.9,292.7,0.0164707471202922,115594.506
"2106","M","Ride",4.97,37378.9,503.6,0.0134728416299035,190809.133
"2107","F","Ride",3.506,1483.2,22,0.0148327939590076,5420.0992
"2108","F","Run",2.317,4525.3,0,0,10485.1201
"2109","F","Run",2.498,15012.5,67.7,0.00450957535387177,38178.225
"2110","F","Ride",3.66,3180.7,47.3,0.0148709403590405,12114.362
"2111","M","Ride",6.365,11833.4,86.4,0.00730136731624047,76183.591
"2112","M","Ride",8.784,56039.3,382,0.0068166447475254,496069.2112
"2113","F","Run",3.015,14904,281,0.0188539989264627,47745.56
"2114","M","Ride",7.311,78807.8,251.4,0.00319003956461162,578677.8258
"2115","F","Ride",4.542,16238.7,95,0.0058502220005296,74706.1754
"2116","F","Run",1.472,3712.7,33.9,0.00913082123521965,5804.0944
"2117","M","Ride",9.008,55659,623,0.0111931583391725,507606.272
"2118","M","Ride",5.639,83665.4,2159,0.025805171552398,493379.1906
"2119","M","Run",1.609,2251.1,0,0,3622.0199
"2120","F","Run",4.006,204.3,0,0,818.4258
"2121","M","Ride",6.971,13928.2,70,0.00502577504630893,97793.4822
"2122","M","Ride",8.167,36442.2,403,0.0110586078776803,301653.4474
"2123","F","Run",2.686,6962.8,47.5,0.00682196817372321,19177.0808
"2124","F","Run",2.738,6648.4,58.3,0.00876902713434811,18786.3192
"2125","F","Run",0.729,2910.7,0,0,2121.9003
"2126","M","Ride",5.888,23138.3,75.8,0.00327595372175138,136996.3104
"2127","F","Ride",3.36,20361.1,84.8,0.00416480445555496,69261.296
"2128","M","Ride",4.456,3983.7,45.9,0.0115219519542134,18210.3672
"2129","M","Ride",7.726,79604.3,250.2,0.00314304629272539,617524.8218
"2130","M","Ride",7.282,110991,626.6,0.00564550278851438,814502.462
"2131","M","Run",2.486,2918,0,0,7254.148
"2132","M","Ride",4.379,4028.5,44.5,0.0110462951470771,18085.8015
"2133","F","Ride",9.374,35246.1,44,0.00124836506734078,330836.9414
"2134","M","Ride",6.893,32146.7,225,0.00699916321115387,223837.2031
"2135","F","Ride",5.327,22522.1,87.9,0.00390283321715115,120854.2267
"2136","F","Run",1.38,2362.3,0,0,3259.974
"2137","M","Ride",5.629,9102.2,24.4,0.00268067060710597,51480.2838
"2138","M","Ride",8.049,17377.3,139.5,0.00802771431695373,141264.8877
"2139","M","Run",4.867,837.1,0,0,4074.1657
"2140","M","Ride",5.301,40211.3,705,0.0175323851753114,220210.1013
"2141","M","Ride",2.004,10183.3,309.2,0.0303634381781937,23499.3332
"2142","M","Ride",6.781,52709.2,144,0.00273197088933241,358861.0852
"2143","M","Run",3.427,4081.6,35.7,0.00874656997255978,14344.6432
"2144","F","Ride",5.598,15858.4,107.9,0.00680396509105584,89854.3232
"2145","M","Ride",7.209,89458.3,1005,0.0112342845772835,654954.8847
"2146","F","Ride",4.956,88680.6,1396.3,0.0157452701041716,453464.0536
"2147","M","Run",1.499,2620.9,46.2,0.0176275325269945,4390.7291
"2148","F","Run",3.087,7136.8,10,0.00140118820760004,22131.3016
"2149","M","Ride",4.388,27944.1,129.5,0.00463425195300618,123913.7108
"2150","F","Ride",5.292,73723.1,939,0.0127368491015706,399532.6452
"2151","M","Ride",7.232,30996.3,290,0.00935595538822376,227065.2416
"2152","F","Ride",2.051,3969.4,16.2,0.00408122134327606,8303.2394
"2153","M","Run",3.536,10091.8,43,0.0042608850750114,36114.6048
"2154","M","Run",3.137,3287.7,31,0.00942908416218025,10623.5149
"2155","F","Ride",7.508,101011,321,0.00317787171694172,761600.588
"2156","M","Ride",8.021,41083.1,285,0.00693715907514282,332377.5451
"2157","F","Run",2.608,8061.7,0,0,21024.9136
"2158","F","Run",2.803,11481.4,6,0.000522584353824447,32242.3642
"2159","F","Run",2.738,4085,14,0.00342717258261934,11324.73
"2160","F","Run",2.183,5461.3,91.1,0.0166810100159303,12833.0179
"2161","M","Ride",5.629,15671.5,65.1,0.00415403758414957,88865.8735
"2162","M","Run",3.486,11698.5,92.6,0.00791554472795658,41706.971
"2163","M","Run",3.101,6577.7,13.4,0.0020371862505131,20531.4477
"2164","M","Ride",7.055,42119.7,366.3,0.00869664313848389,300817.4835
"2165","F","Ride",5.878,54216.6,735.8,0.0135714891749022,326043.1748
"2166","F","Run",1.563,5059.5,0,0,7907.9985
"2167","M","Ride",3.318,8630.8,128,0.0148306066645039,29916.9944
"2168","F","Run",2.566,1570.1,0,0,4028.8766
"2169","M","Run",3.255,6100.7,39.8,0.00652384152638222,20255.7785
"2170","M","Ride",8.032,28705,378.1,0.0131719212680718,234339.56
"2171","M","Run",3.486,13754.4,131.7,0.00957511778049206,49264.8384
"2172","F","Ride",6.651,27833.9,102.2,0.00367178153259155,186145.2689
"2173","M","Ride",3.455,12335,90.6,0.00734495338467775,43523.425
"2174","F","Run",1.579,3155.6,0,0,4982.6924
"2175","F","Ride",3.069,8574,120.4,0.0140424539304875,27517.606
"2176","M","Ride",7.52,128620,1573,0.0122298242886021,982952.4
"2177","M","Run",3.443,14615,178.8,0.0122340061580568,52107.445
"2178","F","Run",2.958,5010.9,0,0,14822.2422
"2179","F","Ride",5.04,5659.8,11.5,0.00203187391780628,28640.392
"2180","M","Ride",9.046,62896.3,192,0.00305264379621695,570879.9298
"2181","M","Ride",4.987,16766.5,133.6,0.00796827006232666,84950.5355
"2182","F","Ride",6.759,40891.1,686.3,0.0167836032779749,283245.9449
"2183","F","Ride",3.468,8485.6,14.7,0.00173234656359008,29575.0608
"2184","M","Ride",2.994,8032.3,159.8,0.0198946752486834,25646.7062
"2185","F","Run",2.499,9636.3,62.4,0.00647551446094455,24705.1137
"2186","F","Run",3.274,6076.6,0,0,19894.7884
"2187","F","Ride",5.566,12261.8,52,0.00424081293121728,68769.1788
"2188","F","Run",2.649,5380.3,23,0.00427485456201327,14482.4147
"2189","F","Run",2.14,2352.1,31.7,0.0134773181412355,5350.494
"2190","F","Ride",5.603,3484.9,0,0,19525.8947
"2191","M","Run",3.053,1111.2,0,0,3392.4936
"2192","M","Run",3.033,14129.3,50.5,0.00357413318423418,43359.1669
"2193","F","Run",2.877,10032.7,193.5,0.0192869317332323,30799.0779
"2194","M","Ride",4.825,43643.7,651,0.014916242206779,217090.8525
"2195","F","Run",2.062,4911.9,10.1,0.00205623078645738,10229.3378
"2196","F","Ride",3.57,6616.1,111.3,0.0168225994165747,24732.477
"2197","M","Run",2.34,5092.3,12.1,0.00237613651984369,12036.982
"2198","F","Run",3.355,6321.3,10.5,0.00166105073323525,21312.9615
"2199","M","Ride",3.975,1204.3,10.9,0.00905090093830441,4896.0925
"2200","F","Ride",3.051,18264.5,36.3,0.00198746201648006,56087.9895
"2201","M","Ride",6.94,9417.3,131.5,0.0139636626209211,66671.062
"2202","F","Ride",7.236,34212.6,68.8,0.00201095502826444,248250.3736
"2203","M","Ride",6.235,22028.3,58,0.00263297667091877,137926.4505
"2204","F","Run",2.059,8312.6,0,0,17115.6434
"2205","M","Ride",7.942,56672,303,0.00534655561829475,453119.024
"2206","M","Run",3.738,15858.4,26,0.00163950966049538,59538.6992
"2207","M","Ride",7.66,65544.2,702,0.0107103298232338,509088.572
"2208","F","Run",2.879,7243,66,0.00911224630677896,21512.597
"2209","F","Run",1.549,2532.4,54.9,0.0216790396461854,4471.6876
"2210","M","Ride",3.507,25349.9,370.8,0.0146272766361997,92610.0993
"2211","M","Ride",5.917,6816,62.7,0.00919894366197183,40957.272
"2212","M","Ride",3.465,14700.3,162,0.0110201832615661,52556.5395
"2213","F","Run",2.526,6755.8,195.2,0.0288936913466947,19017.1508
"2214","F","Ride",4.185,2151.2,0,0,9002.772
"2215","F","Ride",3.821,32062.1,321.2,0.0100180587048259,125721.2841
"2216","M","Run",2.835,7977,91.4,0.0114579415820484,23528.795
"2217","F","Run",3.261,11277.1,6,0.000532051679953179,36834.6231
"2218","F","Run",2.581,4260.6,0,0,10996.6086
"2219","M","Ride",2.377,11067.5,207.8,0.0187756946013101,28385.4475
"2220","M","Ride",6.469,22040,0,0,142576.76
"2221","F","Run",2.885,9492.1,20.4,0.00214915561361553,27588.7085
"2222","M","Run",2.65,1097.3,0,0,2907.845
"2223","M","Ride",4.157,4826.7,46.8,0.00969606563490584,20532.5919
"2224","M","Ride",4.723,10871.8,203.3,0.0186997553303041,53380.5114
"2225","M","Ride",8.155,115856,1178,0.0101677945035216,956585.68
"2226","M","Ride",6.864,19426.5,426.4,0.0219493990168069,137607.496
"2227","F","Ride",6.83,12846.7,37,0.00288011707286696,88112.961
"2228","F","Run",5.083,554,131,0.236462093862816,4125.982
"2229","M","Ride",7.159,38192.4,854,0.0223604696222285,281959.3916
"2230","F","Run",2.423,5467.6,32.3,0.00590752798302729,13570.9948
"2231","F","Run",1.664,5171.9,0,0,8606.0416
"2232","F","Ride",6.051,20204,60.6,0.0029994060582063,122860.404
"2233","M","Run",3.796,19831.9,74.4,0.00375153162329378,76025.8924
"2234","M","Run",2.992,10245.8,53.8,0.00525093208924633,31193.4336
"2235","M","Ride",7.681,54713.6,360.6,0.00659068312083285,423861.1616
"2236","M","Ride",6.769,33240.2,573,0.0172381634286196,230732.9138
"2237","M","Run",3.637,14127.9,88.7,0.00627835700988824,52270.1723
"2238","M","Ride",6.134,55896.9,937,0.0167630047462382,352241.5846
"2239","F","Ride",7.732,16577.9,44,0.00265413592795227,128620.3228
"2240","F","Run",2.475,7611.9,97.1,0.0127563420433794,19810.4525
"2241","F","Run",2.834,10042.4,11.8,0.00117501792400223,28578.1616
"2242","M","Run",3.048,4638.8,44.8,0.00965767008709149,14587.0624
"2243","M","Ride",4.882,25401.4,285,0.011219854023794,126859.6348
"2244","F","Ride",3.676,28207.2,470.9,0.0166943191809183,108398.6672
"2245","M","Run",2.821,20161.8,408.4,0.0202561279250861,60960.4378
"2246","F","Run",3.004,34344.9,161.1,0.00469065276067189,104783.0796
"2247","F","Run",2.883,4618.1,43,0.00931118858404972,13743.9823
"2248","M","Ride",8.207,71340.5,225.7,0.00316370084313959,587748.4835
"2249","M","Ride",6.585,14329.2,226.2,0.0157859475755799,96619.782
"2250","M","Ride",7.199,39652.6,284,0.00716220373947736,288299.0674
"2251","F","Run",2.443,10130.6,25.2,0.00248751307918583,25001.0558
"2252","M","Ride",7.289,8280.5,18,0.00217378177646277,60536.5645
"2253","F","Run",2.589,5408.6,40,0.00739562918315276,14402.8654
"2254","F","Ride",3.719,31287.5,837,0.0267518977227327,124728.2125
"2255","M","Ride",8.738,74101.3,550,0.007422271943947,652997.1594
"2256","F","Ride",6.641,103419,1843,0.0178207099275762,705235.579
"2257","M","Ride",8.019,47423.8,127,0.00267798025464008,381561.4522
"2258","M","Ride",6.842,86071.5,1072.4,0.0124594087473786,599625.203
"2259","F","Run",2.513,1997.6,29,0.0145174209050861,5309.9688
"2260","M","Ride",4.878,3404.5,0,0,16607.151
"2261","M","Ride",5.583,38751,786.6,0.0202988309979097,224212.833
"2262","F","Run",3.26,24495.6,166.8,0.00680938617547641,81523.656
"2263","M","Ride",3.462,3171.2,68,0.0214429868819374,11658.6944
"2264","F","Run",3.098,9666.1,12.4,0.00128283382129297,30069.5778
"2265","F","Run",2.811,13356.2,122.1,0.00914182177565475,38765.2782
"2266","F","Ride",4.853,9555,75.7,0.00792255363683935,47127.415
"2267","F","Ride",5.001,5606.2,11.8,0.00210481252898577,28154.6062
"2268","M","Ride",5.687,40133.6,732.9,0.0182615065680627,235568.7832
"2269","F","Ride",5.832,13436.6,97.7,0.00727118467469449,79339.2512
"2270","M","Ride",3.616,7901.9,49.2,0.00622635062453334,29065.2704
"2271","F","Run",3.246,5671.5,11.5,0.00202768227100414,18524.689
"2272","M","Ride",4.786,31015.7,920,0.0296623967861438,157641.1402
"2273","M","Ride",4.086,5250.5,10.2,0.00194267212646415,21555.543
"2274","F","Run",2.692,5484.1,0,0,14763.1972
"2275","M","Ride",6.883,46713.8,235.8,0.00504775890636172,323889.0854
"2276","M","Run",3.237,10313.2,31.8,0.00308342706434472,33701.8284
"2277","F","Run",2.855,5712.6,12.7,0.00222315583097014,16436.473
"2278","F","Ride",6.42,38096.7,188,0.0049348106266422,246460.814
"2279","M","Ride",6.936,12512.3,0,0,86785.3128
"2280","M","Run",3.683,2515.6,14.4,0.005724280489744,9408.9548
"2281","F","Ride",6.165,16503.4,0,0,101743.461
"2282","M","Ride",0.001,2.4,0,0,0.0024
"2283","M","Ride",8.491,45250.8,70,0.00154693397685787,384924.5428
"2284","F","Run",2.71,6057.6,10.2,0.0016838351822504,16518.096
"2285","F","Run",2.696,916.5,0,0,2470.884
"2286","M","Run",2.632,5222.5,0,0,13745.62
"2287","M","Ride",8.141,37194.5,345,0.00927556493567597,306250.4245
"2288","M","Run",3.038,3216.8,66.1,0.0205483710519771,10433.6384
"2289","F","Run",1.401,3669.3,0,0,5140.6893
"2290","M","Ride",5.943,80061.6,1612,0.0201344964377429,491926.0888
"2291","F","Run",3.195,5990.6,0,0,19139.967
"2292","F","Run",1.819,4664.5,0,0,8484.7255
"2293","M","Ride",6.474,111316,188,0.00168888569477883,722539.784
"2294","F","Ride",5.669,52746,1153,0.0218594774959239,310547.074
"2295","F","Run",3.218,1161.7,0,0,3738.3506
"2296","M","Ride",6.846,14855.9,299,0.0201266836744997,104693.4914
"2297","F","Ride",5.278,16545.5,0,0,87327.149
"2298","M","Ride",3.346,19604.6,66.4,0.00338696020321761,66260.9916
"2299","F","Run",2.225,2077.7,22.8,0.0109736728112817,4850.8825
"2300","M","Ride",8.791,41210.3,85,0.00206259114832942,363129.7473
"2301","M","Ride",5.879,4262.2,6,0.0014077237107597,25117.4738
